cantidad,tamano_num,monto_total,categoria,tamano_proveedor,region_comprador
10,2,17750.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,25440.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
8,3,144544.0,Cereales y Legumbres,Mediana,Region de la Araucania
20,2,30660.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
50,3,50000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
100,2,102000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
10,3,340000.0,Productos lácteos y huevos,Mediana,Region de Atacama
54,2,108000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
30,2,10530.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
40,2,34240.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
5,3,20935.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
30,4,209700.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
30,2,39000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
100,2,145550.0,Cereales y Legumbres,Pequeña,Region de Valparaiso
138,2,184920.0,Bebidas,Pequeña,Region de Tarapaca
40,2,64960.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
30,2,22380.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
40,4,476000.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
50,4,249500.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
12,2,10872.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,5436.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,17732.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,40452.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,10922.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,9240.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,5880.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
1,2,658069.0,"Frutas, verduras y frutos secos",Pequeña,Region de Coquimbo
40,2,67600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,33625.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,20170.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,3,14000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
1,2,8176.0,Condimentos y preservantes,Pequeña,Region de Valparaiso
10,2,20590.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
50,2,264450.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,2,79200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
32,2,43200.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
25,2,32500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
12,3,8808.0,Condimentos y preservantes,Mediana,Region Aysen del General Carlos IbaNez del Campo
20,2,23520.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
80,2,87360.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
6,2,19470.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
269,2,430400.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
31,2,434000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
9,2,135000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
14,2,70000.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,2,28000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
17,2,56100.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
16,2,19680.0,Condimentos y preservantes,Pequeña,Region de los Lagos
60,2,46980.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
5,3,17500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
15,3,23355.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
30,3,39000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,2,10530.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
8,2,19128.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,46525.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,11155.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,21844.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,2,105380.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
50,3,37900.0,Condimentos y preservantes,Mediana,Region Aysen del General Carlos IbaNez del Campo
25,3,47625.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
60,2,46980.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
60,2,71100.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
20,2,37840.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
45,2,76050.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,2,71000.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,21882.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,55830.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,15456.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,3598.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,4323.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,15068.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
6,2,18096.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,10978.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
3,2,17769.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,2150.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
25,2,37250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
60,2,177060.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,3,11004.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,17930.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
24,3,21528.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
6,3,26898.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
10,2,29500.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,59020.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,15330.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
8,2,8176.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
70,2,121100.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,2,147600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
32,2,32704.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
30,2,61320.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
7,2,37023.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
45,2,76050.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
106,2,142040.0,Bebidas,Pequeña,Region de Tarapaca
60,2,108600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,493697.47,Bebidas,Pequeña,Region de Arica y Parinacota
36,3,126000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
370,1,622373.4400000001,Productos de panadería,Micro,Region de Los Rios
14,2,21462.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
29,2,20735.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
150,2,193500.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,37840.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,3,32000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,2,41700.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
22,2,44000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
40,2,63600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
52,2,70200.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
10,2,17500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
60,3,1285740.0,Cereales y Legumbres,Mediana,Region Aysen del General Carlos IbaNez del Campo
2,3,10596.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
4,3,31628.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
20,3,28520.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,92920.0,Cereales y Legumbres,Mediana,Region Aysen del General Carlos IbaNez del Campo
1,4,1587979.0,Productos de carne y aves de corral,Grande,Region de Coquimbo
1,4,1516792.0,Productos de carne y aves de corral,Grande,Region de Coquimbo
20,2,25000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
30,2,39000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
30,2,41700.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,3,20380.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,55430.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
6,3,15300.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
16,3,79552.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
10,2,39270.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,29800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,17750.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,4,222000.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
10,2,12600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
40,2,63600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,3,15458.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
50,3,42400.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
4,3,14000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
1,2,1637680.0,"Frutas, verduras y frutos secos",Pequeña,Region de Coquimbo
6,3,12000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
300,2,378000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,12600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
13,2,16250.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
10,2,15120.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
12,2,24000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
27,2,41850.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
10,2,18100.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
15,2,29850.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,3,58040.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
24,3,28368.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
30,3,6300.0,Bebidas,Mediana,Region Aysen del General Carlos IbaNez del Campo
1,2,1386668.0,"Frutas, verduras y frutos secos",Pequeña,Region de Coquimbo
18,4,133200.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
20,3,26000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
360,3,87120.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
108,3,181440.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,1,33600.0,"Frutas, verduras y frutos secos",Micro,Region del Biobio
181,1,319465.0,Productos de panadería,Micro,Region del Biobio
30,2,7740.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
3,2,7563.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,40560.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,8240.0,Condimentos y preservantes,Pequeña,Region de los Lagos
16,2,21248.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
26,2,12896.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
30,2,7740.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
50,2,33650.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
350,2,245700.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
6,2,27540.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,40560.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,2200.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,14100.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
6,2,21024.0,Bebidas,Pequeña,Region de los Lagos
2,2,1496.0,Cereales y Legumbres,Pequeña,Region de los Lagos
6,2,3762.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,3,17120.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,62940.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
16,3,60512.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
48,3,68448.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
20,2,17120.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
200,4,2780000.0,Cereales y Legumbres,Grande,Region del Maule
1,2,16700.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,12562.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,19320.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
220,1,4818000.0,Productos de carne y aves de corral,Micro,Region del Nuble
40,1,33600.0,"Frutas, verduras y frutos secos",Micro,Region del Biobio
30,2,37500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
27,2,54000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
6,3,17940.0,Condimentos y preservantes,Mediana,Region de los Lagos
22,3,25300.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
17,2,30226.0,Condimentos y preservantes,Pequeña,Region de los Lagos
29,2,60610.0,Condimentos y preservantes,Pequeña,Region de los Lagos
27,1,321300.0,Productos de carne y aves de corral,Micro,Region de los Lagos
35,2,595000.0,Pescados y mariscos,Pequeña,Region de los Lagos
9,2,72000.0,Pescados y mariscos,Pequeña,Region de los Lagos
10,2,120000.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
200,2,260000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
74,2,111000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
15,3,68250.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
15,2,29850.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,3,133200.0,Productos de panadería,Mediana,Region de Coquimbo
100,2,251300.0,Productos lácteos y huevos,Pequeña,Region del Maule
12,2,35988.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
48,2,14736.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
30,2,61320.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
9,2,6894.0,Condimentos y preservantes,Pequeña,Region de los Lagos
142,1,227200.0,Productos de carne y aves de corral,Micro,Region de los Lagos
27,2,243000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
27,2,405000.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
108,2,205200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
66,2,103620.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
17,2,63580.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
68,2,231200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
40,2,47400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
4,3,14000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
3,2,11346.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,40000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
2,2,3596.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,33400.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,16456.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,14070.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
88,2,340032.0,Productos de carne y aves de corral,Pequeña,Region de Coquimbo
2,1,10084.0,Bebidas,Micro,Region de Atacama
37,1,68413.0,Bebidas,Micro,Region de Atacama
2,2,10588.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,15290.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,19764.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,59632.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,7884.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
30,2,39840.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,504.0,Condimentos y preservantes,Pequeña,Region de los Lagos
20,2,30600.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,19700.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,6080.0,Condimentos y preservantes,Pequeña,Region de los Lagos
26,2,12896.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
30,3,129600.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
12,3,37164.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
24,3,44016.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
65,2,99645.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
40,2,34240.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
1,2,2391.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,27336.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,16470.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,7196.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,11970.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,2438.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,12240.0,Condimentos y preservantes,Pequeña,Region de los Lagos
20,2,30680.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,10544.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,12272.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,16700.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,10404.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,93050.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,35032.0,Pescados y mariscos,Pequeña,Region de los Lagos
4,2,7240.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
12,2,36336.0,Aceites y grasas comestibles,Pequeña,Region de los Lagos
3,2,1617.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,10590.0,Condimentos y preservantes,Pequeña,Region de los Lagos
20,2,14520.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,4524.0,Cereales y Legumbres,Pequeña,Region de los Lagos
25,2,47250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,47250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,6720.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,17652.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,48240.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,10590.0,Pescados y mariscos,Pequeña,Region de los Lagos
10,2,114400.0,Pescados y mariscos,Pequeña,Region de los Lagos
200,2,47000.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,2772.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,992.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
6,2,4380.0,Bebidas,Pequeña,Region de los Lagos
63,2,126000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
36,2,90000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
147,1,276360.0,Bebidas,Micro,Region de Atacama
12,2,111660.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,42728.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,7644.0,Condimentos y preservantes,Pequeña,Region de los Lagos
14,2,66500.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
200,2,47000.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,14280.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,4370.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
15,2,53925.0,Aceites y grasas comestibles,Pequeña,Region de los Lagos
1,2,906.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,81975.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
5,2,23450.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,8232.0,Condimentos y preservantes,Pequeña,Region de los Lagos
15,2,22560.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
6,2,15528.0,Cereales y Legumbres,Pequeña,Region de los Lagos
480,3,1968000.0,Productos lácteos y huevos,Mediana,Region de Coquimbo
50,2,31200.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
125,2,161250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,37840.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,6152.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,7240.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
24,2,12720.0,Condimentos y preservantes,Pequeña,Region de los Lagos
16,2,24544.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
40,2,63600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,1,10080.0,"Frutas, verduras y frutos secos",Micro,Region del Biobio
164,1,289460.0,Productos de panadería,Micro,Region del Biobio
6,2,9882.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
14,2,16100.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,42840.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,19920.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,4215.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,13650.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,10590.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,7035.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,3504.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,2772.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,16385.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,7300.0,Bebidas,Pequeña,Region de los Lagos
3,2,2244.0,Cereales y Legumbres,Pequeña,Region de los Lagos
7,3,7000.0,Condimentos y preservantes,Mediana,Region de los Lagos
12,3,13800.0,Alimentos preparados y conservados,Mediana,Region de los Lagos
5,2,25170.0,"Frutas, verduras y frutos secos",Pequeña,Region del Maule
22,2,113322.0,Aceites y grasas comestibles,Pequeña,Region de los Lagos
50,2,77000.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
3,2,8193.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
278,1,444800.0,Productos de carne y aves de corral,Micro,Region de los Lagos
30,2,420000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
19,2,247000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
11,2,165000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
15,2,240000.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
14,2,70000.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
98,2,162680.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
15,2,22200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
24,2,144000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,30250.0,"Frutas, verduras y frutos secos",Pequeña,Region del Maule
20,2,34280.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
28,2,392000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
45,2,70650.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
142,2,87330.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
52,2,139360.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
200,4,2900000.0,Cereales y Legumbres,Grande,Region del Maule
4,2,7756.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,9228.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,30750.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,13380.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
50,2,38600.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
5,2,61890.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
5,2,24390.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
24,2,12720.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,3462.0,Productos de panadería,Pequeña,Region de los Lagos
234,2,713653.2,Productos de panadería,Pequeña,Region de los Lagos
10,2,58740.0,"Frutas, verduras y frutos secos",Pequeña,Region del Maule
5,2,33570.0,"Frutas, verduras y frutos secos",Pequeña,Region del Maule
50,2,82450.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
50,2,82450.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
180,2,130680.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
80,2,359200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
110,2,155100.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
30,2,52500.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,17460.0,Pescados y mariscos,Pequeña,Region de los Lagos
34,2,45152.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
